azon;cím;rendezo;hozzaadas_datum;ertekeles;nyelv
447365;Guardians of the Galaxy Vol. 3;James Gunn;2023.05.03;7,952;en
926393;The Equalizer 3;Antoine Fuqua;2023.08.30;7,317;en
615656;Meg 2: The Trench;Ben Wheatley;2023.08.02;6,45;en
787699;Wonka;Paul King;2023.12.06;7,093;en
572802;Aquaman and the Lost Kingdom;James Wan;2023.12.20;6,618;en
298618;The Flash;Andy Muschietti;2023.06.13;6,67;en
507089;Five Nights at Freddy's;Emma Tammi;2023.10.25;7,489;en
792307;Poor Things;Yorgos Lanthimos;2023.12.07;7,703;en
893723;PAW Patrol: The Mighty Movie;Cal Brunker;2023.09.21;7;en
868759;Ghosted;Dexter Fletcher;2023.04.18;6,938;en
968051;The Nun II;Michael Chaves;2023.09.06;6,714;en
335977;Indiana Jones and the Dial of Destiny;James Mangold;2023.06.25;6,56;en
493529;Dungeons & Dragons: Honor Among Thieves;John Francis Daley, Jonathan Goldstein;2023.03.23;7,343;en
934433;Scream VI;Matt Bettinelli-Olpin, Tyler Gillett;2023.03.08;7;en
901362;Trolls Band Together;Walt Dohrn;2023.10.12;7,303;en
980489;Gran Turismo;Neill Blomkamp;2023.08.09;7,767;en
739405;Operation Fortune: Ruse de Guerre;Guy Ritchie;2023.01.04;6,484;en
609681;The Marvels;Nia DaCosta;2023.11.08;6,028;en
1174618;Alice in Terrorland;Richard John Taylor;2023.12.26;6;en
697843;Extraction 2;Sam Hargrave;2023.06.09;7,433;en
594767;Shazam! Fury of the Gods;David F. Sandberg;2023.03.15;6,492;en
466420;Killers of the Flower Moon;Martin Scorsese;2023.10.18;7,436;en
1075794;Leo;Robert Smigel, Robert Marianetti, David Wachtenheim;2023.11.17;7,445;en
670292;The Creator;Gareth Edwards;2023.09.27;7,067;en
884605;No Hard Feelings;Gene Stupnitsky;2023.06.15;6,755;en
565770;Blue Beetle;Ángel Manuel Soto;2023.08.16;6,712;en
820525;After Everything;Castille Landon;2023.09.13;6,903;en
758323;The Pope's Exorcist;Julius Avery;2023.04.05;7;en
695721;The Hunger Games: The Ballad of Songbirds & Snakes;Francis Lawrence;2023.11.15;7,038;en
877703;Teen Wolf: The Movie;Russell Mulcahy;2023.01.18;7,512;en
640146;Ant-Man and the Wasp: Quantumania;Peyton Reed;2023.02.15;6,297;en
726209;Leave the World Behind;Sam Esmail;2023.11.22;6,399;en
1071215;Thanksgiving;Eli Roth;2023.11.16;6,531;en
878361;Big George Foreman;George Tillman Jr.;2023.04.27;7,533;en
678512;Sound of Freedom;Alejandro Monteverde;2023.07.03;8;en
1024127;King of Killers;Kevin Grevioux;2023.09.01;6,368;en
807172;The Exorcist: Believer;David Gordon Green;2023.10.04;5,899;en
930094;Red, White & Royal Blue;Matthew López;2023.07.27;8;en
1049948;Vikings: Battle of Heirs;Robin Keane;2023.04.28;5,979;en
762430;Retribution;Nimród Antal;2023.08.23;6,607;en
845783;Baghead;Alberto Corredor;2023.12.28;6,563;en
1016121;Beautiful Disaster;Roger Kumble;2023.04.04;6,68;en
700391;65;Scott Beck, Bryan Woods;2023.03.02;6;en
1024721;Monolith;Matt Vesely;2023.10.26;6;en
820609;No One Will Save You;Brian Duffield;2023.09.22;6,703;en
420808;Peter Pan & Wendy;David Lowery;2023.04.20;5,48;en
964980;Air;Ben Affleck;2023.04.05;7,337;en
520758;Chicken Run: Dawn of the Nugget;Sam Fell;2023.12.08;7;en
1140168;Freddy's Fridays;Ben J. Williams;2023.10.13;6;en
937249;57 Seconds;Rusty Cundieff;2023.09.29;6,131;en
457332;Hidden Strike;Scott Waugh;2023.07.06;6,933;en
455476;Knights of the Zodiac;Tomek Bagiński;2023.04.27;6,365;en
536437;Hypnotic;Robert Rodriguez;2023.05.11;6,229;en
848187;Role Play;Thomas Vincent;2023.12.14;6;en
930564;Saltburn;Emerald Fennell;2023.11.16;7;en
605886;To Catch a Killer;Damián Szifron;2023.04.06;6,884;en
552688;The Mother;Niki Caro;2023.05.04;6,641;en
635910;The Last Voyage of the Demeter;André Øvredal;2023.08.09;6,783;en
1205781;Dora: Say Hola to Adventure!;Don Kim;2023.11.10;7,152;en
966576;The Quest for Tom Sawyer's Gold;Kirk Harris;2023.06.22;5,023;en
804150;Cocaine Bear;Elizabeth Banks;2023.02.22;6,039;en
1035982;Hell House LLC Origins: The Carmichael Manor;Stephen Cognetti;2023.10.24;6,463;en
1046032;The Bad Guys: A Very Bad Holiday;Bret Haaland;2023.11.29;6,441;en
1097150;Deliver Us;Lee Roy Kunz, Cru Ennis;2023.08.30;5,538;en
779816;White Bird;Marc Forster;2023.10.25;8;en
994108;All of Us Strangers;Andrew Haigh;2023.12.22;7,472;en
999644;You Are So Not Invited to My Bat Mitzvah;Sammi Cohen;2023.08.18;6,428;en
649609;Renfield;Chris McKay;2023.04.07;6,496;en
1079394;The Five;Travis Mills;2023.01.07;6;en
891699;Silent Night;John Woo;2023.11.30;6,196;en
832502;The Monkey King;Anthony Stacchi;2023.08.11;6,553;en
945729;A Haunting in Venice;Kenneth Branagh;2023.09.13;6,607;en
1056360;American Fiction;Cord Jefferson;2023.11.10;7,317;en
747188;Asteroid City;Wes Anderson;2023.06.08;6,464;en
790493;Spy Kids: Armageddon;Robert Rodriguez;2023.09.22;6;en
974931;Totally Killer;Nahnatchka Khan;2023.09.28;6,84;en
961323;Nimona;Troy Quane, Nick Bruno;2023.06.23;7,879;en
1003581;Justice League: Warworld;Jeff Wamester;2023.07.25;7;en
850165;The Iron Claw;Sean Durkin;2023.12.21;7,536;en
1140066;Paradise;Boris Kunz;2023.06.24;6,52;de
857553;Johnny & Clyde;Tom DeNucci;2023.03.23;5;en
626332;Flamin' Hot;Eva Longoria;2023.03.11;7,957;en
921636;The Out-Laws;Tyler Spindel;2023.07.07;6;en
1081676;Forgotten Love;Michał Gazda;2023.09.26;7,898;pl
758336;Love Again;Jim Strouse;2023.05.04;6,731;en
1100795;Mr. Monk's Last Case: A Monk Movie;Randall Zisk;2023.12.08;7;en
800158;The Killer;David Fincher;2023.10.25;6,566;en
893345;The Secret Kingdom;Matt Drummond;2023.04.27;6,433;en
1179558;15 Cameras;Danny Madden;2023.10.13;6;en
1181678;¿Quieres ser mi hijo?;Ihtzi Hurtado;2023.09.21;8,599;en
1172676;Poison;Wes Anderson;2023.09.29;6,881;en
986070;The Wrath of Becky;Suzanne Coote, Matt Angel;2023.05.26;6,331;en
1172674;The Rat Catcher;Wes Anderson;2023.09.28;6,593;en
768362;Missing;Will Merrick, Nicholas D. Johnson;2023.01.19;7,43;en
913673;Nefarious;Cary Solomon, Chuck Konzelman;2023.04.14;6,758;en
1064024;Locked In;Nour Wazzi;2023.11.01;5,317;en
1122932;See You on Venus;Joaquín Llamas;2023.07.20;7,026;en
1142414;Cheat;Nick Psinakis, Kevin Ignatius;2023.08.24;7,214;en
853387;Lord of Misrule;William Brent Bell;2023.10.26;6;en
890771;The Black Demon;Adrian Grünberg;2023.04.26;6;en
958196;Inside;Vasilis Katsoupis;2023.03.09;5,612;en
860278;Stephen Curry: Underrated;Peter Nicks;2023.07.21;7,594;en
1172675;The Swan;Wes Anderson;2023.09.27;6,783;en
1143319;Puppy Love;Richard Alan Reid, Nicholas Fabiano;2023.08.22;7;en
1186957;The Velveteen Rabbit;Jennifer Perrott;2023.11.21;7;en
994143;Skinamarink;Kyle Edward Ball;2023.01.13;5,428;en
982932;Shrapnel;William Kaufman;2023.07.28;6;en
1058647;The Deepest Breath;Laura McGann;2023.01.21;7,539;en
1123093;Diary of a Wimpy Kid Christmas: Cabin Fever;Luke Cormican;2023.12.07;6,576;en
862552;The Ritual Killer;George Gallo;2023.03.09;5,777;en
866413;You People;Kenya Barris;2023.01.20;5,629;en
1058616;20 Days in Mariupol;Mstyslav Chernov;2023.07.14;7,983;en
976912;Graphic Desires;Andy Edwards;2023.08.31;6,892;en
1032948;V/H/S/85;Scott Derrickson, Natasha Kermani, Gigi Saul Guerrero, David Bruckner, Mike P. Nelson;2023.11.23;5,677;en
980078;Winnie the Pooh: Blood and Honey;Rhys Frake-Waterfield;2023.01.26;5,037;en
1160003;Night of the Hunted;Franck Khalfoun;2023.10.12;6;en
1001811;My Big Fat Greek Wedding 3;Nia Vardalos;2023.09.07;6;en
763165;The Burial;Margaret Betts;2023.10.06;7,109;en
888768;Weekend Rebels;Marc Rothemund;2023.09.28;7;de
1049951;Viking: Bloodlust;Greg Keith;2023.04.21;6,929;en
809787;Mafia Mamma;Catherine Hardwicke;2023.04.13;6,063;en
998022;The Teachers' Lounge;İlker Çatak;2023.05.04;7,225;de
1117698;Fanfic;Marta Karwowska;2023.05.17;7;pl
1030987;Sympathy for the Devil;Yuval Adler;2023.07.20;6;en
977223;Polite Society;Nida Manzoor;2023.04.27;6,354;en
876969;Assassin Club;Camille Delamarre;2023.02.24;6;en
843846;Butcher's Crossing;Gabe Polsky;2023.02.03;6;en
717980;Sharper;Benjamin Caron;2023.02.10;6,931;en
826753;Candy Land;John Swab;2023.01.06;6;en
1045205;Someday We'll Tell Each Other Everything;Emily Atef;2023.04.13;6,068;de
1126577;Til Death Do Us Part;Timothy Woodward Jr.;2023.08.03;5,611;en
981347;The Loch Ness Horror;Tyler-James;2023.11.07;5,93;en
1161663;Ghost Project;Federico Finkielstain;2023.08.07;6;en
523607;Maestro;Bradley Cooper;2023.11.22;6,333;en
736769;They Cloned Tyrone;Juel Taylor;2023.06.14;6,572;en
1022964;Candy Cane Lane;Reginald Hudlin;2023.11.29;6,019;en
1007427;Night Train;Shane Stanley;2023.01.13;6;en
1094319;The Best Man;Shane Dax Taylor;2023.04.21;6;en
1018332;The Caine Mutiny Court-Martial;William Friedkin;2023.09.03;6,76;en
843889;Space Oddity;Kyra Sedgwick;2023.03.31;6;en
869641;Vacation Friends 2;Clay Tarver;2023.08.25;6,344;en
739986;True Spirit;Sarah Spillane;2023.01.26;6,989;en
1142615;Gabriel's Redemption: Part I;Tosca Musk;2023.06.22;7;en
944194;The Great Escaper;Oliver Parker;2023.10.06;6,633;en
982271;Book Club: The Next Chapter;Bill Holderman;2023.05.11;6,304;en
1036619;Good Grief;Dan Levy;2023.12.19;6,313;en
1174725;Race to the Summit;Nicholas de Taranto, Götz Werner;2023.10.04;7;de
691422;When You Finish Saving the World;Jesse Eisenberg;2023.01.20;5,891;en
800301;What's Love Got to Do with It?;Shekhar Kapur;2023.01.26;6;en
1048522;Fremont;Babak Jalali;2023.08.25;6,458;en
872954;The Old Way;Brett Donowho;2023.01.06;5,778;en
1020662;Inside Man;Danny A. Abeckaser;2023.08.11;6;en
502345;Scarygirl;Ricard Cussó;2023.10.05;7;en
776098;Chang Can Dunk;Jingyi Shao;2023.03.09;7;en
936952;Sitting in Bars with Cake;Trish Sie;2023.09.07;7;en
675531;Dark Harvest;David Slade;2023.10.11;6;en
1150521;Christmas on Windmill Way;Don McBrearty;2023.12.02;6;en
517929;Fog City;Steve Wolsh;2023.10.20;5,489;en
753336;Origin;Ava DuVernay;2023.12.08;6,607;en
1130818;Sheroes;Jordan Gertner;2023.06.23;6;en
785759;Two Witches;Pierre Tsigaridis;2023.03.02;6;en
1094713;The Mistress;Greg Pritikin;2023.07.28;5;en
937220;Bank of Dave;Chris Foggin;2023.03.10;7,027;en
1115939;Jagged Mind;Kelley Kali;2023.06.14;5,523;en
1067950;Girl You Know It's True;Simon Verhoeven;2023.12.06;7,148;de
800279;Corner Office;Joachim Back;2023.08.04;6,648;en
1109715;The Jewel Thief;Landon Van Soest;2023.07.13;5,828;en
1110859;Hambre;Esra Laske, Jennifer Mallmann;2023.01.27;6,591;de
844409;The Unlikely Pilgrimage of Harold Fry;Hettie Macdonald;2023.04.27;6,549;en
829038;Night Shift;Paul China, Benjamin China;2023.03.03;6,234;en
762509;Mufasa: The Lion King;Barry Jenkins;2024.12.18;7,467;en
939243;Sonic the Hedgehog 3;Jeff Fowler;2024.12.19;7,742;en
912649;Venom: The Last Dance;Kelly Marcel;2024.10.22;6,786;en
558449;Gladiator II;Ridley Scott;2024.11.13;6,767;en
549509;The Brutalist;Brady Corbet;2024.12.20;7,065;en
426063;Nosferatu;Robert Eggers;2024.12.25;6,686;en
533535;Deadpool & Wolverine;Shawn Levy;2024.07.24;7,619;en
839033;The Lord of the Rings: The War of the Rohirrim;Kenji Kamiyama;2024.12.05;6,647;en
974453;Absolution;Hans Petter Moland;2024.10.31;5,896;en
970450;Werewolves;Steven C. Miller;2024.12.04;6,238;en
1043905;Dirty Angels;Martin Campbell;2024.12.11;6,193;en
1028196;Nickel Boys;RaMell Ross;2024.12.13;6,491;en
573435;Bad Boys: Ride or Die;Adil El Arbi, Bilall Fallah;2024.06.05;7,384;en
1100782;Smile 2;Parker Finn;2024.10.16;6,586;en
698687;Transformers One;Josh Cooley;2024.09.11;8,095;en
1029235;Azrael;E.L. Katz;2024.09.27;6;en
693134;Dune: Part Two;Denis Villeneuve;2024.02.27;8,148;en
1005331;Carry-On;Jaume Collet-Serra;2024.12.05;6,907;en
1097549;Babygirl;Halina Reijn;2024.12.25;5,793;en
929204;Wallace & Gromit: Vengeance Most Fowl;Nick Park, Merlin Crossingham;2024.12.18;7,608;en
1011985;Kung Fu Panda 4;Mike Mitchell;2024.03.02;7,074;en
1122418;This Time Next Year;Nick Moore;2024.06.03;6,067;en
823464;Godzilla x Kong: The New Empire;Adam Wingard;2024.03.27;7,111;en
786892;Furiosa: A Mad Max Saga;George Miller;2024.05.22;7,491;en
748783;The Garfield Movie;Mark Dindal;2024.04.30;7,082;en
661539;A Complete Unknown;James Mangold;2024.12.18;7,196;en
1013850;A Real Pain;Jesse Eisenberg;2024.11.01;6,786;en
1216191;Oddity;Damian Mc Carthy;2024.07.19;6,698;en
1064028;Subservience;SK Dale;2024.08.15;6,677;en
995803;Arena Wars;Brandon Slagle;2024.06.25;5;en
866398;The Beekeeper;David Ayer;2024.01.08;7,337;en
976576;Emmanuelle;Audrey Diwan;2024.09.25;5;en
889737;Joker: Folie à Deux;Todd Phillips;2024.10.01;5,489;en
1329336;The Bad Guys: Haunted Heist;Kevin Peaty;2024.10.02;7;en
1079091;It Ends with Us;Justin Baldoni;2024.08.07;7,071;en
938614;Late Night with the Devil;Cameron Cairnes, Colin Cairnes;2024.03.19;7,173;en
1331375;Dominique;Michael S. Ojeda;2024.10.11;7;en
728949;Nightbitch;Marielle Heller;2024.12.06;5,806;en
974250;Greedy People;Potsy Ponciroli;2024.08.23;6,057;en
1079485;Winnie-the-Pooh: Blood and Honey 2;Rhys Frake-Waterfield;2024.03.26;6,026;en
746036;The Fall Guy;David Leitch;2024.04.24;7;en
917496;Beetlejuice Beetlejuice;Tim Burton;2024.09.04;7,063;en
1082195;The Order;Justin Kurzel;2024.12.05;6,643;en
1211472;September 5;Tim Fehlbaum;2024.11.07;6,996;en
1023915;2073;Asif Kapadia;2024.12.27;7;en
877817;Wolfs;Jon Watts;2024.09.20;6,549;en
592831;Megalopolis;Francis Ford Coppola;2024.09.25;5,276;en
840705;Blink Twice;Zoë Kravitz;2024.08.21;6,676;en
616446;Brothers;Max Barbakow;2024.10.10;6;en
831815;Saving Bikini Bottom: The Sandy Cheeks Movie;Liza Johnson;2024.10.18;6;en
1061699;The Six Triple Eight;Tyler Perry;2024.12.06;7,527;en
826510;Harold and the Purple Crayon;Carlos Saldanha;2024.07.31;6,829;en
1106739;Juror #2;Clint Eastwood;2024.10.30;6,816;en
843527;The Idea of You;Michael Showalter;2024.05.02;7,399;en
972614;Knox Goes Away;Michael Keaton;2024.03.15;7;en
646097;Rebel Ridge;Jeremy Saulnier;2024.08.27;6,987;en
1032823;Trap;M. Night Shyamalan;2024.07.31;6,394;en
1130053;Cinderella's Curse;Louisa Warren;2024.05.31;6;en
1155828;Sing Sing;Greg Kwedar;2024.07.12;7,593;en
1062215;Afraid;Chris Weitz;2024.08.28;6;en
1059128;Queer;Luca Guadagnino;2024.11.27;6,915;en
937287;Challengers;Luca Guadagnino;2024.04.18;7;en
989662;A Different Man;Aaron Schimberg;2024.08.24;7;en
914215;Humane;Caitlin Cronenberg;2024.04.26;5,346;en
827931;Time Cut;Hannah Macpherson;2024.10.29;5,672;en
1014590;Upgraded;Carlson Young;2024.02.07;7,217;en
1141182;Die Alone;Lowell Dean;2024.09.27;5,694;en
1010600;The Strangers: Chapter 1;Renny Harlin;2024.05.15;5,767;en
1023922;MaXXXine;Ti West;2024.07.04;6,367;en
1048241;My Spy The Eternal City;Peter Segal;2024.07.18;6,662;en
1089123;Daddy's Head;Benjamin Barfoot;2024.10.10;6,232;en
1125311;Imaginary;Jeff Wadlow;2024.03.06;5,989;en
955916;Lift;F. Gary Gray;2024.01.12;6,456;en
1413163;The Billionaire Escort's Secret;;2024.12.26;6;en
1087388;Sting;Kiah Roache-Turner;2024.04.12;6,324;en
1077782;Old Guy;Simon West;2024.12.13;5,094;en
932086;Horizon: An American Saga - Chapter 1;Kevin Costner;2024.06.26;6,908;en
1094556;The Thundermans Return;Trevor Kirschner;2024.03.07;7;en
948549;Love Lies Bleeding;Rose Glass;2024.03.07;6,579;en
956842;Fly Me to the Moon;Greg Berlanti;2024.07.10;6,866;en
1317218;Mr. Crocket;Brandon Espy;2024.09.26;5,116;en
832964;Lee;Ellen Kuras;2024.09.12;7,091;en
807339;Apartment 7A;Natalie Erika James;2024.09.20;6,138;en
974635;Hit Man;Richard Linklater;2024.05.16;6,832;en
1300962;The Beast Within;Alexander J. Farrell;2024.07.22;6;en
804616;Something in the Water;Hayley Easton Street;2024.03.22;5,828;en
1051891;Thelma;Josh Margolin;2024.06.21;7;en
940139;Here;Robert Zemeckis;2024.10.30;6,718;en
739547;Thelma the Unicorn;Lynn Wang, Jared Hess;2024.05.17;7,038;en
1029955;Kinds of Kindness;Yorgos Lanthimos;2024.05.30;6,572;en
1235499;The Last Showgirl;Gia Coppola;2024.12.13;6,364;en
1072342;Night Swim;Bryce McGuire;2024.01.03;5,577;en
1010161;The Clean Up Crew;Jon Keeyes;2024.09.12;5,386;en
748167;Uglies;McG;2024.09.12;5,838;en
1329912;Kung Fu Games;Ryan C. Jaeger;2024.08.23;5,667;en
978592;Sleeping Dogs;Adam Cooper;2024.03.21;7;en
1008409;The Bikeriders;Jeff Nichols;2024.06.19;6,717;en
998846;Back to Black;Sam Taylor-Johnson;2024.04.11;6,688;en
647245;Reagan;Sean McNamara;2024.08.29;6,273;en
1175038;Stranger in the Woods;Adam Newacheck;2024.02.14;6,032;en
1093231;Mother of the Bride;Mark Waters;2024.05.08;5,905;en
1214499;Black Box Diaries;Shiori Ito;2024.10.24;7,569;en
1245708;Crescent City;RJ Collins;2024.08.16;6,008;en
1139095;Little Bites;Spider One;2024.10.04;6,221;en
1201734;God of Pain;JD Allen;2024.08.20;6,92;en
1246596;The Walking Dead: The Return;Jes Thorud;2024.02.15;7,356;en
1008437;Baby Shark's Big Movie;Alan Foreman;2024.02.07;6,724;en
1013154;Hard Truths;Mike Leigh;2024.12.06;6,274;en
1234811;Our Little Secret;Stephen Herek;2024.11.27;6,283;en
1290287;Hot Frosty;Jerry Ciccoritti;2024.11.12;6;en
1223153;Silent Trees;Agnieszka Zwiefka;2024.12.06;6;pl
840889;Stopmotion;Robert Morgan;2024.02.22;6,366;en
821499;The Inheritance;Alejandro Brugués;2024.07.12;5,858;en
1358280;Taboo: Family Secrets;Deborah Twiss;2024.10.22;5,75;en
1201262;Grafted;Sasha Rainbow;2024.09.12;5,167;en
934866;Bad Genius;J.C. Lee;2024.09.12;6,478;en
1019939;Hundreds of Beavers;Mike Cheslik;2024.01.26;7,374;en
1290409;Killer Body Count;Danishka Esterhazy;2024.05.17;5;en
1090323;#AMFAD: All My Friends Are Dead;Marcus Dunstan;2024.08.29;6;en
1241894;Woodwalkers;Damián John Harper;2024.10.17;6,636;de
574451;Turtles All the Way Down;Hannah Marks;2024.04.27;7,442;en
790462;I.S.S.;Gabriela Cowperthwaite;2024.01.19;5,798;en
1154762;His Three Daughters;Azazel Jacobs;2024.09.05;7;en
1047020;The Last Stop in Yuma County;Francis Galluppi;2024.05.10;7,089;en
1254234;Blood Dried Hands;Jason Vandygriff;2024.05.01;8;en
975773;Wicked Little Letters;Thea Sharrock;2024.02.23;6,962;en
1272890;Lowlifes;Tesh Guttikonda, Mitch Oliver;2024.04.11;6,331;en
1168709;Einstein and the Bomb;Anthony Philipson;2024.02.16;6;en
1215918;Blackwater Lane;Jeff Celentano;2024.06.21;6,453;en
1280440;Boxer;Mitja Okorn;2024.09.10;7;pl
1161396;KIX;Dávid Mikulán, Bálint Révész;2024.03.20;6;hu
1284157;TMZ Presents | The Downfall of Diddy;;2024.04.28;5,294;en
1214074;The Door-to-Door Bookstore;The Chau Ngo;2024.10.10;8,688;de
1291143;How to Rob a Bank;Seth Porges, Stephen Robert Morse;2024.06.04;6,612;en
999582;Babes;Pamela Adlon;2024.05.17;6;en
1214506;Will & Harper;Josh Greenbaum;2024.09.12;7,37;en
977262;Ezra;Tony Goldwyn;2024.05.30;7;en
804406;The Piano Lesson;Malcolm Washington;2024.11.07;6;en
1436442;The Cobra Kai Movie;Max Hall;2024.11.22;5;en
1326963;Un/Dressed;Tim Trachte;2024.09.20;5,85;de
1088096;Goodrich;Hallie Meyers-Shyer;2024.10.17;6;en
1372795;Return of the King: The Fall and Rise of Elvis Presley;Jason Hehir;2024.11.12;7,105;en
982202;Stella. A Life.;Kilian Riedhof;2024.01.17;6,078;de
1319504;Boot Camp;Mackenzie Munro;2024.08.02;6;en
1079810;The Long Game;Julio Quintana;2024.04.12;6,896;en
1057006;Sight;Andrew Hyatt;2024.05.24;6,074;en
1255028;Mysteries of the Terracotta Warriors;James Tovell;2024.06.11;6,786;en
1304367;Andrea Bocelli 30: The Celebration;Sam Wrench;2024.11.08;9;en
1107128;Getting LOST;Taylor Morden;2024.09.22;7;en
856273;The Last Boy on Earth;Nicolás Onetti;2024.08.01;6;en
1181701;Continental Split;Nick Lyon;2024.06.22;5,571;en
1219576;Goebbels and the Fuhrer;Joachim Lang;2024.07.11;6,737;de
1371029;Sonic & Shadow Lovely Lavat;Mehrshad;2024.10.13;5;en
1327537;Dead Money;Luc Walpoth;2024.09.13;5,333;en
1201753;Get Away;Steffen Haars;2024.12.06;5,193;en
950396;The Gorge;Scott Derrickson;2025.02.13;7,785;en
1126166;Flight Risk;Mel Gibson;2025.01.22;6;en
822119;Captain America: Brave New World;Julius Onah;2025.02.12;6,179;en
1084199;Companion;Drew Hancock;2025.01.22;7;en
1249289;Alarum;Michael Polish;2025.01.16;5,792;en
1294203;My Fault: London;Dani Girdwood, Charlotte Fassler;2025.02.12;7,473;en
1124620;The Monkey;Osgood Perkins;2025.02.14;6;en
1272149;Bridget Jones: Mad About the Boy;Michael Morris;2025.02.12;6,778;en
1203329;The Witcher: Sirens of the Deep;Kang Hei Chul;2025.02.10;7;en
1212142;Kinda Pregnant;Tyler Spindel;2025.02.04;5,53;en
996821;You're Cordially Invited;Nicholas Stoller;2025.01.29;5,932;en
881415;Love Me;Andrew Zuchero, Sam Zuchero;2025.01.31;5,917;en
1226406;Love Hurts;Jonathan Eusebio;2025.02.06;6;en
324544;In the Lost Lands;Paul W. S. Anderson;2025.02.27;8;en
777443;The Electric State;Joe Russo, Anthony Russo;2025.03.07;7;en
1433947;Who Is Luigi Mangione?;Brian Ross, Rhonda Schwartz;2025.02.17;6;en
972533;Last Breath;Alex Parkinson;2025.02.24;7;en
659956;Brave the Dark;Damian Harris;2025.01.23;5,679;en
1401905;Don't Die: The Man Who Wants to Live Forever;Chris Smith;2025.01.01;5,95;en
512198;Dead Bride;Francesco Picone;2025.01.09;5;en
1388808;Into the Deep;Christian Sesma;2025.01.23;6,221;en
1031731;The Golden Voice;Brandon Eric Kamin;2025.02.28;6;en
1425201;Rosebud Baker: The Mother Lode;Rosebud Baker;2025.02.18;7;en
1426777;Making Emilia Pérez;;2025.01.27;7;en
1429886;We Beat the Dream Team;Michael Tolajian;2025.02.17;7,714;en
1436524;Matthew Perry: A Hollywood Tragedy;Robert Palumbo;2025.02.25;8,333;en
857800;Becoming Led Zeppelin;Bernard MacMahon;2025.02.05;7,455;en
1433330;SNL50: The Homecoming Concert;Beth McCarthy-Miller;2025.02.14;8;en
1356670;Late Shift;Petra Biondina Volpe;2025.02.27;9;de
1126934;What You Wish For;Nicholas Tomnay;2025.01.09;6,321;en
842328;Wish You Were Here;Julia Stiles;2025.01.17;6,773;en
1421461;Ladies & Gentlemen... 50 Years of SNL Music;Questlove, Oz Rodríguez;2025.01.27;8;en
1245347;Twinless;James Sweeney;2025.01.23;9;en
1327145;100 dni do matury;Mikołaj Piszczan;2025.02.28;5;pl
1413631;Sisterhood, Inc.;Lesley Demetriades;2025.02.22;6;en
987427;Polarized;Shamim Sarif;2025.02.27;9;en
1019923;George A. Romero's Resident Evil;Brandon Salisbury;2025.01.07;8;en
1422308;Chris Distefano: It's Just Unfortunate;;2025.02.21;6;en
1414160;An Unexpected Valentine;Michael Robison;2025.02.01;7,389;en
1420613;Hill;Alex Holmes;2025.02.27;6;en
1236471;Everyone is Going to Die;Craig Tuohy;2025.02.21;5;en
1299655;Blue Moon;Richard Linklater;2025.02.18;6;en
1428705;Eric Clapton Unplugged… Over 30 Years Later;;2025.01.27;8;en
804862;Bring Them Down;Christopher Andrews;2025.02.06;8;en
1428646;Place to place;Natasha Cánepa;2025.03.07;9;en
1142913;The Baby in the Basket;Nathan Shepka, Andy Crane;2025.02.17;6;en
1220808;The Monster Beneath Us;Sophie Osbourne;2025.01.03;8;en
1422289;Felipe Esparza: Raging Fool;Lesa O'Daniel;2025.02.11;6;en
1245728;Peacock;Bernhard Wenger;2025.02.20;8,333;de
1212337;September Says;Ariane Labed;2025.02.19;6;en
1418522;Delicious;Nele Mueller-Stöfen;2025.02.18;7;en
1134463;Dreams;Michel Franco;2025.02.15;7;en
